Student,Gender,PSATM,SATM,ACTM,Rank,Size,GPAadj,PlcmtScore,Recommends,Course,Grade,RecTaken,TooHigh,TooLow,CourseSuccess
1160,,63,,31,8,280,39,42,R2,128,B-,0,1,0,0
1161,,61,63,27,17,324,37,36,R2,122,B-,1,0,0,0
1163,,63,,29,4,156,40,39,R2,122,A-,1,0,0,1
1164,,65,,32,2,80,40,45,R2,122,A,1,0,0,1
1165,,61,,30,23,397,37,37,R2,122,A,1,0,0,1
1166,,,,28,8,273,38,40,R2,122,A-,1,0,0,1
1167,,,,33,1,182,40,46,R2,122,A,1,0,0,1
1168,,67,65,32,23,288,39,42,R2,122,B,1,0,0,1
1169,,67,71,35,45,581,35,37,R2,122,B+,1,0,0,1
1170,,,68,27,30,426,37,35,R2,122,B,1,0,0,1
1171,,,69,,2,365,40,39,R2,122,B+,1,0,0,1
1172,,58,61,28,30,480,38,37,R2,122,B+,1,0,0,1
1173,,,65,31,1,329,40,41,R2,122,B+,1,0,0,1
1174,,,63,30,102,556,38,38,R2,122,B+,1,0,0,1
1175,,,70,32,1,389,40,42,R2,122,A,1,0,0,1
1176,,67,66,31,17,262,39,39,R2,122,B+,1,0,0,1
1177,,,70,,,,38,38,R2,122,B-,1,0,0,0
1178,,,66,34,5,240,39,43,R2,122,B+,1,0,0,1
1179,,70,,31,2,156,40,41,R2,122,A,1,0,0,1
1180,,66,,29,1,155,39,39,R2,122,A-,1,0,0,1
1181,,70,62,28,40,405,36,35,R2,122,B+,1,0,0,1
1182,,,,29,11,120,37,38,R2,122,C-,1,0,0,0
1183,,,,33,80,329,32,37,R2,122,A-,1,0,0,1
1185,,63,67,31,105,506,35,38,R2,122,B+,1,0,0,1
1186,,56,,30,6,69,39,39,R2,120,B,1,0,0,1
1187,,68,69,30,5,56,38,31,R2,122,C,1,0,0,0
1188,,,69,32,32,610,40,44,R2,122,B,1,0,0,1
1189,,,69,32,61,471,38,35,R2,122,B+,1,0,0,1
1190,,,72,31,62,461,33,32,R2,122,B,1,0,0,1
1191,,,,32,100,445,35,40,R2,122,B-,1,0,0,0
1192,,64,,29,2,138,40,39,R2,122,A,1,0,0,1
1193,,73,64,32,44,506,38,38,R2,122,A-,1,0,0,1
1195,,,,29,51,506,38,37,R2,122,B+,1,0,0,1
1196,,,,29,3,94,39,40,R2,122,A-,1,0,0,1
1197,,,57,29,1,332,40,38,R2,122,B,1,0,0,1
1198,,67,74,,68,610,39,41,R2,122,B+,1,0,0,1
1199,,,,28,8,179,39,38,R2,122,B,1,0,0,1
1200,,64,65,30,3,50,39,43,R2,122,A-,1,0,0,1
1201,,,,29,3,42,38,39,R2,122,A,1,0,0,1
1203,,,65,29,1,333,40,41,R2,122,B+,1,0,0,1
1204,,66,,26,1,115,40,36,R2,122,A,1,0,0,1
1205,,,,31,17,152,36,37,R2,122,B,1,0,0,1
1207,,,70,,1,372,40,37,R2,122,A,1,0,0,1
1208,,71,69,34,13,557,39,46,R2,122,A,1,0,0,1
1210,,,,32,16,262,39,41,R2,122,A,1,0,0,1
1211,,,72,33,3,182,40,43,R2,122,B+,1,0,0,1
1214,,60,63,,33,291,38,35,R2,122,A,1,0,0,1
1215,,,,27,21,84,38,39,R2,122,A,1,0,0,1
1217,,58,,27,56,322,36,35,R2,122,B+,1,0,0,1
1220,,,,30,24,514,37,38,R2,122,C+,1,0,0,0
1222,,62,68,31,17,209,36,41,R2,122,A,1,0,0,1
1223,,64,,31,1,94,40,45,R2,122,A,1,0,0,1
1224,,60,61,30,35,610,40,40,R2,122,A,1,0,0,1
1225,,74,,31,1,42,40,41,R2,122,B+,1,0,0,1
1226,,65,64,,78,528,35,35,R2,126,B-,0,1,0,0
1227,,65,,32,5,84,37,39,R2,126,B,0,1,0,1
1240,,,,29,5,119,38,40,R2,122,C+,1,0,0,0
1262,,65,71,30,1,389,40,36,R2,122,B,1,0,0,1
1362,,57,,27,4,22,38,37,R2,122,C-,1,0,0,0
1367,,,,,19,273,40,36,R2,122,C+,1,0,0,0
1423,,60,59,27,7,48,35,31,R2,210,,0,0,1,
1430,,59,65,32,46,529,38,41,R2,126,B-,0,1,0,0
1431,,,66,32,8,64,39,41,R2,120,B,1,0,0,1
1447,,55,,29,34,404,35,36,R2,126,B+,0,1,0,1
1462,,66,,32,40,327,35,31,R2,117,A-,0,0,1,1
1573,,49,,27,3,49,39,39,R2,120,B-,1,0,0,0
1586,,68,,33,1,131,39,46,R2,120,A+,1,0,0,1
1628,,,,,6,183,39,,R2,120,A,1,0,0,1
1655,,,66,30,0,0,39,38,R2,128,A-,0,1,0,1
1676,,,,31,12,598,40,38,R2,122,A,1,0,0,1
1681,,,,29,118,795,32,31,R2,128,B+,0,1,0,1
1686,,,,27,9,286,40,38,R2,122,B+,1,0,0,1
1695,,65,64,,0,0,37,37,R2,122,B,1,0,0,1
1698,,,74,,14,235,36,38,R2,122,A+,1,0,0,1
1713,,,64,27,28,663,40,35,R2,120,A+,1,0,0,1
1718,,,64,30,30,349,40,38,R2,122,C,1,0,0,0
1733,,58,69,30,1,636,40,38,R2,122,A,1,0,0,1
1749,,58,,27,5,530,40,38,R2,122,A-,1,0,0,1
1769,,62,,28,10,126,40,41,R2,122,A-,1,0,0,1
1774,,60,,31,23,290,39,38,R2,120,A,1,0,0,1
1777,,61,,28,7,87,40,39,R2,122,B,1,0,0,1
1801,,,61,30,67,474,37,39,R2,122,A,1,0,0,1
1802,,,,26,19,112,39,37,R2,122,B+,1,0,0,1
1806,,,,30,1,421,40,39,R2,122,A,1,0,0,1
1807,,,,31,4,236,40,39,R2,122,A,1,0,0,1
1822,,,63,29,2,487,40,40,R2,122,B+,1,0,0,1
1827,,66,71,30,6,451,40,38,R2,122,A,1,0,0,1
1838,,,64,30,100,598,37,34,R2,122,C,1,0,0,0
1843,,69,,30,1,223,40,38,R2,120,B+,1,0,0,1
1846,,55,,28,30,297,34,33,R2,122,C,1,0,0,0
1861,,58,,29,24,145,37,35,R2,122,A-,1,0,0,1
1863,,57,,36,18,255,39,47,R2,122,A-,1,0,0,1
1864,,59,64,32,52,494,39,39,R2,120,A,1,0,0,1
1865,,,,34,1,47,39,39,R2,122,A,1,0,0,1
1884,,78,,32,17,84,36,41,R2,128,C+,0,1,0,0
1893,,60,,27,1,261,40,40,R2,122,A,1,0,0,1
1905,,,,29,8,419,40,42,R2,122,A,1,0,0,1
1911,,,,29,2,77,40,38,R2,120,A-,1,0,0,1
1917,,68,,32,26,389,38,39,R2,122,B,1,0,0,1
1931,,71,,31,91,663,38,42,R2,122,A,1,0,0,1
1937,,62,,34,1,410,40,46,R2,128,A,0,1,0,1
1945,,,63,28,0,0,33,30,R2,122,A,1,0,0,1
1949,,,,30,4,103,38,34,R2,122,A,1,0,0,1
1951,,48,49,22,60,643,38,35,R2,122,B,1,0,0,1
1962,,,,24,11,170,40,36,R2,122,,1,0,0,
1969,,62,62,28,140,473,34,33,R2,122,B,1,0,0,1
1985,,68,70,32,24,474,39,38,R2,117,B+,0,0,1,1
1988,,,,29,54,408,33,34,R2,122,B,1,0,0,1
1991,,67,,34,22,255,39,43,R2,122,A,1,0,0,1
1992,,,,29,1,278,40,36,R2,122,A-,1,0,0,1
1997,,,,27,1,129,40,37,R2,122,A-,1,0,0,1
2006,,56,,29,31,655,38,39,R2,122,A,1,0,0,1
2031,,,,29,17,236,40,39,R2,122,B+,1,0,0,1
2042,,69,76,35,6,235,40,43,R2,122,A-,1,0,0,1
2043,,,,29,1,288,40,39,R2,122,B-,1,0,0,0
2057,,,,31,3,41,40,39,R2,120,B+,1,0,0,1
2058,,,,30,51,625,38,37,R2,122,A,1,0,0,1
2069,,71,,31,6,55,40,40,R2,122,B,1,0,0,1
2074,,63,,34,1,426,40,46,R2,122,A,1,0,0,1
2079,,,,29,52,470,40,38,R2,122,A-,1,0,0,1
2080,,,64,30,1,425,40,38,R2,109,A,0,0,1,1
2086,,69,,33,1,92,40,45,R2,122,A-,1,0,0,1
2091,,,70,,1,109,40,35,R2,120,A-,1,0,0,1
2099,,,,27,34,277,40,36,R2,122,C,1,0,0,0
2102,,65,,28,31,474,39,36,R2,122,B+,1,0,0,1
2108,,70,,31,1,308,40,39,R2,122,A,1,0,0,1
2114,,,56,32,3,38,39,37,R2,120,B+,1,0,0,1
2128,,,65,30,24,171,35,36,R2,122,A,1,0,0,1
2131,,,65,,0,0,33,31,R2,122,B,1,0,0,1
2146,,62,61,29,0,0,34,30,R2,122,B,1,0,0,1
2148,,,,26,6,107,40,35,R2,122,B,1,0,0,1
2150,,64,,32,5,120,40,44,R2,122,A,1,0,0,1
2151,,59,,27,1,112,40,40,R2,122,B,1,0,0,1
2152,,,61,30,13,387,37,37,R2,122,B,1,0,0,1
2158,,,67,32,64,474,37,40,R2,128,A-,0,1,0,1
2162,,,,29,3,353,40,38,R2,122,B,1,0,0,1
2164,,68,80,,12,238,39,40,R2,120,A,1,0,0,1
2166,,,68,31,88,303,34,36,R2,122,B,1,0,0,1
2186,,71,70,31,31,437,39,39,R2,122,A,1,0,0,1
2189,,60,64,26,0,193,40,36,R2,122,B,1,0,0,1
2207,,,68,33,73,0,33,35,R2,120,A+,1,0,0,1
2211,,62,64,30,1,663,40,42,R2,122,B+,1,0,0,1
2220,,54,,29,123,397,32,31,R2,122,B,1,0,0,1
2221,,,73,31,0,0,34,35,R2,128,B,0,1,0,1
2233,,,70,31,0,0,40,41,R2,128,B+,0,1,0,1
2234,,,62,26,1,140,40,38,R2,120,A,1,0,0,1
2239,,,,30,16,112,36,35,R2,122,B,1,0,0,1
2248,,68,70,32,1,64,40,40,R2,122,A-,1,0,0,1
2253,,,69,,1,309,39,38,R2,122,B+,1,0,0,1
2261,,,64,28,0,0,39,38,R2,122,A-,1,0,0,1
2262,,,,28,7,109,39,38,R2,122,B,1,0,0,1
2276,,64,72,,1,14,40,40,R2,120,A,1,0,0,1
2279,,,,31,6,93,39,36,R2,122,A-,1,0,0,1
2281,,,68,30,10,391,39,38,R2,122,B+,1,0,0,1
2292,,52,,29,48,474,37,35,R2,122,B-,1,0,0,0
2299,,71,,28,0,0,35,30,R2,117,B,0,0,1,1
2304,,65,64,28,7,249,36,31,R2,122,B,1,0,0,1
2305,,,,29,1,439,40,39,R2,122,B+,1,0,0,1
2308,,68,70,27,0,0,40,39,R2,122,A,1,0,0,1
2323,,,,33,46,538,31,36,R2,128,B,0,1,0,1
2330,,64,62,,0,0,40,40,R2,122,A,1,0,0,1
2340,,69,69,32,1,70,40,41,R2,122,A,1,0,0,1
2350,,62,,26,4,79,40,35,R2,122,B,1,0,0,1
2356,,,,27,25,396,39,36,R2,122,C-,1,0,0,0
2357,,,65,27,32,329,38,39,R2,122,B+,1,0,0,1
2367,,61,,28,56,555,37,32,R2,120,B+,1,0,0,1
2370,,,63,,4,439,40,41,R2,122,A-,1,0,0,1
2371,,,65,31,10,584,40,40,R2,122,A-,1,0,0,1
2402,,,63,29,3,577,39,39,R2,122,A,1,0,0,1
2469,,63,,31,20,271,37,40,R2,122,B,1,0,0,1
2489,,,,27,15,149,39,39,R2,126,B,0,1,0,1
2496,,,68,,7,277,40,39,R2,122,A,1,0,0,1
2504,,69,,33,1,131,40,42,R2,122,A,1,0,0,1
2514,,,65,29,136,684,38,39,R2,122,B,1,0,0,1
2517,,,66,33,53,476,39,40,R2,122,,1,0,0,
2518,,,,27,4,62,40,36,R2,120,B+,1,0,0,1
2525,,,72,35,36,494,36,38,R2,122,C+,1,0,0,0
2529,,,,27,18,257,39,37,R2,122,C+,1,0,0,0
2532,,51,51,29,23,520,40,42,R2,122,A-,1,0,0,1
2542,,64,,31,10,247,39,42,R2,122,A,1,0,0,1
2546,,,,30,6,244,40,42,R2,122,A,1,0,0,1
2553,,52,56,29,7,149,40,40,R2,122,B+,1,0,0,1
2556,,62,66,30,1,112,40,39,R2,122,B,1,0,0,1
2557,,62,,28,39,366,39,36,R2,122,B,1,0,0,1
2558,,,,27,20,639,39,37,R2,122,A-,1,0,0,1
2580,,,63,30,1,708,40,41,R2,122,A,1,0,0,1
2591,,,,22,44,315,38,35,R2,122,B+,1,0,0,1
2592,,,,27,3,78,39,35,R2,122,A-,1,0,0,1
2606,,,,30,4,123,40,41,R2,122,A-,1,0,0,1
2613,,,,28,9,90,38,36,R2,122,B+,1,0,0,1
2614,,,,29,1,429,40,42,R2,122,A-,1,0,0,1
2624,,75,,31,29,284,35,39,R2,122,C+,1,0,0,0
2643,,63,75,30,,,39,38,R2,122,B+,1,0,0,1
2653,,,70,31,,,36,39,R2,120,A-,1,0,0,1
2658,,,65,,8,405,40,41,R2,122,A-,1,0,0,1
2660,,,67,27,95,701,37,35,R2,122,A-,1,0,0,1
2661,,,,31,40,686,39,38,R2,122,A-,1,0,0,1
2663,,,,33,2,220,40,42,R2,122,B,1,0,0,1
2664,,54,,26,1,645,40,39,R2,122,A,1,0,0,1
2666,,,74,34,35,284,39,38,R2,122,B,1,0,0,1
2669,,,,30,10,162,40,39,R2,122,B+,1,0,0,1
2679,,58,67,29,2,93,40,35,R2,120,A,1,0,0,1
2682,,62,66,31,24,156,38,38,R2,122,A,1,0,0,1
2697,,,,32,10,267,40,39,R2,120,A,1,0,0,1
2710,,57,,32,56,443,37,37,R2,122,B+,1,0,0,1
2712,,62,,32,10,144,39,38,R2,122,A,1,0,0,1
2713,,0,67,,37,327,37,35,R2,122,A,1,0,0,1
2714,,,,31,51,494,39,39,R2,122,A,1,0,0,1
2718,,,67,31,,,37,40,R2,122,B+,1,0,0,1
2730,,,52,23,21,290,40,35,R2,122,A-,1,0,0,1
2731,,,,31,19,169,39,39,R2,122,A-,1,0,0,1
2733,,69,66,30,1,115,40,41,R2,122,A,1,0,0,1
2735,,,,31,1,343,40,43,R2,122,B+,1,0,0,1
2752,,,,30,5,160,39,40,R2,122,B+,1,0,0,1
2755,,65,71,33,1,342,40,42,R2,122,A,1,0,0,1
2757,,,,28,233,458,29,32,R2,122,B,1,0,0,1
2763,,66,60,31,28,678,40,42,R2,120,A,1,0,0,1
2774,,66,61,31,100,691,37,41,R2,122,B-,1,0,0,0
2782,,,63,27,48,165,32,31,R2,122,B+,1,0,0,1
2804,,,,32,11,137,39,40,R2,120,A-,1,0,0,1
2807,,50,,26,20,440,38,35,R2,122,B,1,0,0,1
2821,,,,31,14,291,40,42,R2,122,A-,1,0,0,1
2822,,66,,32,2,100,40,39,R2,122,A,1,0,0,1
2841,,,63,29,1,296,40,38,R2,122,A-,1,0,0,1
2842,,,76,35,,,36,41,R2,122,B,1,0,0,1
2844,,58,60,27,157,417,28,32,R2,122,B+,1,0,0,1
2854,,63,68,31,1,396,40,40,R2,122,B+,1,0,0,1
2855,,,62,31,7,317,39,39,R2,120,B+,1,0,0,1
2856,,,,29,14,231,40,38,R2,120,,1,0,0,
2871,,,,31,53,686,38,39,R2,122,B+,1,0,0,1
2880,,46,62,26,21,228,39,36,R2,122,C,1,0,0,0
2890,,,70,29,1,53,40,38,R2,122,A-,1,0,0,1
2902,,,,29,38,555,39,40,R2,120,A,1,0,0,1
2910,,,,28,108,404,36,35,R2,122,B+,1,0,0,1
2911,,,67,,23,471,40,38,R2,122,A,1,0,0,1
2913,,59,63,31,1,305,40,39,R2,122,A,1,0,0,1
2917,,64,65,32,29,457,39,40,R2,122,C,1,0,0,0
2924,,,61,29,31,526,38,36,R2,122,A,1,0,0,1
2928,,,59,,20,258,38,37,R2,122,B,1,0,0,1
2938,,68,,28,1,143,40,35,R2,122,A,1,0,0,1
2947,,,61,29,,,27,30,R2,122,C,1,0,0,0
2958,,66,68,28,2,74,39,38,R2,120,B,1,0,0,1
2968,,,,29,5,350,39,38,R2,122,A-,1,0,0,1
2969,,,,31,1,350,40,38,R2,122,A,1,0,0,1
2973,,,,30,84,638,39,38,R2,122,B+,1,0,0,1
2974,,,77,32,63,323,33,36,R2,122,B,1,0,0,1
2994,,,,35,17,232,37,43,R2,120,A-,1,0,0,1
3013,,53,62,29,34,637,40,39,R2,122,B+,1,0,0,1
3014,,,,29,2,356,40,38,R2,122,B,1,0,0,1
3016,,54,,29,4,553,40,38,R2,122,,1,0,0,
3023,,62,,31,8,107,40,43,R2,122,B-,1,0,0,0
3039,,,68,,77,779,36,37,R2,120,A,1,0,0,1
3053,,,,29,1,190,40,42,R2,122,A-,1,0,0,1
3058,,,66,,9,263,40,38,R2,122,B-,1,0,0,0
3065,,,60,28,36,186,36,37,R2,122,A-,1,0,0,1
3066,,,,34,38,699,39,39,R2,120,A,1,0,0,1
3071,,51,,29,40,376,37,39,R2,122,A-,1,0,0,1
3086,,,,30,6,90,39,37,R2,122,A,1,0,0,1
3088,,62,,31,23,342,38,41,R2,122,A,1,0,0,1
3089,,74,,30,2,118,39,38,R2,122,A-,1,0,0,1
3092,,65,64,31,13,443,39,42,R2,122,B-,1,0,0,0
3115,,66,,30,1,152,40,39,R2,122,B+,1,0,0,1
3119,,,,31,12,521,40,38,R2,122,B,1,0,0,1
3120,,,,28,13,572,40,36,R2,120,A,1,0,0,1
3136,,71,62,30,52,321,37,40,R2,220,B,0,1,0,1
3137,,,67,31,14,747,40,40,R2,122,A,1,0,0,1
3143,,65,,29,3,83,40,38,R2,122,A,1,0,0,1
3171,,,,32,1,54,40,40,R2,122,B,1,0,0,1
3186,,,,26,28,691,39,38,R2,122,B+,1,0,0,1
3191,,,68,30,33,443,38,37,R2,122,A,1,0,0,1
3194,,,,29,3,189,40,40,R2,122,C+,1,0,0,0
3212,,57,,30,1,305,40,38,R2,122,B+,1,0,0,1
3242,,0,77,32,,,40,41,R2,122,B+,1,0,0,1
3285,,,60,,,,35,28,R2,122,,1,0,0,
3300,,57,,31,2,95,40,38,R2,122,,1,0,0,
3321,,,61,29,27,388,39,39,R2,122,,1,0,0,
3331,,,58,26,184,519,25,25,R2,122,,1,0,0,
3362,,53,,29,16,242,39,38,R2,122,,1,0,0,
3391,,60,,31,4,97,40,42,R2,122,,1,0,0,
3415,,,,29,5,115,40,40,R2,122,,1,0,0,
3416,,,,25,19,298,40,34,R2,122,,1,0,0,
3420,,,65,30,71,461,37,35,R2,122,,1,0,0,
3434,,,,33,1,91,40,38,R2,122,,1,0,0,
3444,,,71,29,22,170,39,37,R2,122,,1,0,0,
3467,,,58,27,1,355,40,38,R2,122,,1,0,0,
3469,,0,69,31,13,702,40,38,R2,120,,1,0,0,
3472,,62,,31,31,258,40,40,R2,122,,1,0,0,
3485,,,60,26,15,408,40,37,R2,122,,1,0,0,
3495,,,61,29,1,22,40,40,R2,122,,1,0,0,
3523,,,71,,13,652,39,41,R2,122,,1,0,0,
3535,,55,63,28,,,39,37,R2,117,,0,0,1,
3552,,,71,32,1,334,40,42,R2,122,,1,0,0,
3558,,63,,29,1,22,40,35,R2,122,,1,0,0,
3564,,,64,28,81,432,38,35,R2,122,,1,0,0,
3566,,,70,32,6,363,39,39,R2,122,,1,0,0,
3567,,54,64,32,1,56,40,41,R2,122,,1,0,0,
3586,,52,,27,19,254,39,36,R2,122,,1,0,0,
3596,,0,65,30,1,402,40,40,R2,120,,1,0,0,
3611,,0,,26,27,315,38,34,R2,126,,0,1,0,
3621,,,,31,13,315,40,41,R2,122,,1,0,0,
3623,,,,32,4,489,40,39,R2,122,,1,0,0,
3636,,,62,32,35,624,38,34,R2,122,,1,0,0,
3639,,65,67,26,,,31,32,R2,128,,0,1,0,
3646,,54,,25,1,71,40,33,R2,122,,1,0,0,
3664,,,64,,11,363,38,36,R2,120,,1,0,0,
3687,,0,67,32,1,33,40,41,R2,122,,1,0,0,
3689,,,,25,98,577,37,34,R2,122,,1,0,0,
3691,,,72,32,,158,36,40,R2,122,,1,0,0,
3717,,,,31,4,363,40,37,R2,122,,1,0,0,
3721,,,,32,2,143,40,42,R2,122,,1,0,0,
3727,,,66,31,1,442,40,39,R2,122,,1,0,0,
3740,,63,72,,7,381,40,40,R2,122,,1,0,0,
3744,,,63,27,19,322,40,37,R2,120,,1,0,0,
3751,,61,64,26,47,470,38,34,R2,122,,1,0,0,
3759,,,62,27,16,400,38,37,R2,122,,1,0,0,
3781,,,63,27,121,423,32,30,R2,122,,1,0,0,
3791,,52,59,29,1,318,40,31,R2,120,,1,0,0,
3803,,,80,31,36,470,40,42,R2,122,,1,0,0,
3805,,72,71,34,6,561,40,43,R2,122,,1,0,0,
3810,,,,31,23,652,39,34,R2,120,,1,0,0,
3821,,54,64,30,12,203,39,40,R2,120,,1,0,0,
3824,,61,61,31,21,560,40,41,R2,122,,1,0,0,
3826,,64,63,,33,346,39,34,R2,122,,1,0,0,
3830,,60,,26,7,181,39,32,R2,122,,1,0,0,
3833,,,,27,1,175,40,34,R2,122,,1,0,0,
3835,,,66,28,39,483,39,39,R2,122,,1,0,0,
3837,,62,,27,5,511,40,35,R2,122,,1,0,0,
3843,,57,64,30,4,384,40,40,R2,122,,1,0,0,
3848,,,,26,2,58,40,34,R2,122,,1,0,0,
3855,,55,,26,1,85,40,36,R2,122,,1,0,0,
3858,,65,68,31,26,348,40,41,R2,120,,1,0,0,
3859,,55,54,29,35,279,35,33,R2,122,,1,0,0,
3865,,,,29,2,44,40,33,R2,122,,1,0,0,
3867,,62,61,29,1,279,40,36,R2,122,,1,0,0,
3870,,,62,27,32,739,40,33,R2,122,,1,0,0,
3885,,62,,28,51,432,38,34,R2,120,,1,0,0,
3894,,,,30,58,534,37,36,R2,122,,1,0,0,
3901,,,,30,1,130,40,39,R2,122,,1,0,0,
3906,,55,56,27,15,346,40,34,R2,120,,1,0,0,
3908,,,68,32,2,530,40,42,R2,122,,1,0,0,
3912,,,,26,148,290,29,27,R2,122,,1,0,0,
3919,,68,,28,4,151,40,38,R2,120,,1,0,0,
3924,,,,29,2,99,40,37,R2,122,,1,0,0,
3939,,54,58,25,25,362,39,34,R2,120,,1,0,0,
3947,,,62,28,1,402,40,38,R2,120,,1,0,0,
4006,,63,,29,15,245,37,35,R2,122,,1,0,0,
4015,,54,,26,14,328,40,33,R2,122,,1,0,0,
4025,,,,31,40,508,38,38,R2,120,,1,0,0,
4027,,57,,27,63,495,37,35,R2,122,,1,0,0,
4039,,,,27,17,236,40,36,R2,122,,1,0,0,
4057,,65,,28,79,723,38,33,R2,122,,1,0,0,
4059,,59,,29,36,258,39,39,R2,120,,1,0,0,
4060,,,,31,2,78,40,39,R2,126,A,0,1,0,1
4067,,,68,,,,38,34,R2,122,,1,0,0,
2487,,54,61,29,227,645,35,36,R3,126,B,0,0,0,1
2522,,,69,29,26,414,37,39,R3,126,B-,0,0,0,0
2541,,,67,30,101,438,35,37,R3,126,C+,0,0,0,0
2554,,,,32,1,100,40,44,R3,126,A,0,0,0,1
2579,,,,31,1,57,40,44,R3,126,A,0,0,0,1
2628,,63,,28,6,358,39,38,R3,128,A,0,0,0,1
2668,,65,63,,,,35,37,R3,126,B-,0,0,0,0
2792,,,,31,16,373,39,41,R3,126,B+,0,0,0,1
2852,,,70,33,,,31,36,R3,126,B,0,0,0,1
2991,,69,68,,125,480,32,33,R3,126,C,0,0,0,0
3085,,59,66,31,53,678,38,38,R3,128,A-,0,0,0,1
3157,,23,,31,49,526,37,39,R3,126,B,0,0,0,1
3179,,,,25,20,270,38,37,R3,120,A,0,0,0,1
3501,,,,28,131,534,34,34,R3,126,,0,0,0,
3508,,,,23,1,348,40,35,R3,126,,0,0,0,
3533,,,79,,9,650,39,39,R3,122,,0,0,0,
3549,,60,,25,17,373,39,36,R3,126,,0,0,0,
3561,,,,28,74,351,29,34,R3,128,,0,0,0,
3570,,58,60,26,33,315,38,36,R3,126,,0,0,0,
3655,,50,55,27,56,739,39,36,R3,126,,0,0,0,
3672,,48,,22,25,336,35,33,R3,126,,0,0,0,
3763,,,65,30,72,266,30,34,R3,126,,0,0,0,
3769,,66,65,28,,,34,34,R3,126,,0,0,0,
3854,,62,,28,111,379,33,33,R3,126,,0,0,0,
3874,,,,28,100,391,35,34,R3,126,,0,0,0,
3880,,,62,28,126,461,35,35,R3,126,,0,0,0,
3937,,,,27,127,534,33,35,R3,122,,0,0,0,
3970,,59,55,28,61,428,34,34,R3,122,,0,0,0,
3974,,0,64,26,114,312,31,32,R3,126,,0,0,0,
3982,,51,,26,136,432,35,34,R3,120,,0,0,0,
3988,,63,,26,245,685,31,34,R3,126,,0,0,0,
4010,,,,24,66,294,35,32,R3,126,,0,0,0,
4054,,,53,25,118,432,36,32,R3,126,,0,0,0,
1666,,56,,26,15,445,40,43,R4,128,B,0,1,0,1
1669,,,,26,75,375,36,34,R4,128,C-,0,1,0,0
1709,,,61,30,28,587,40,43,R4,128,A,0,1,0,1
1721,,61,,30,5,486,40,46,R4,128,A-,0,1,0,1
1750,,,,27,44,180,33,33,R4,126,A,0,1,0,1
1767,,,,27,29,272,37,39,R4,122,B,1,0,0,1
1773,,62,64,27,44,524,40,43,R4,128,B+,0,1,0,1
1775,,61,,32,8,115,39,52,R4,128,A+,0,1,0,1
1780,,,72,,81,470,36,45,R4,128,A-,0,1,0,1
1784,,,68,,90,479,36,40,R4,128,B+,0,1,0,1
1786,,59,67,32,112,385,35,43,R4,128,B,0,1,0,1
1791,,80,73,34,1,475,40,57,R4,128,A,0,1,0,1
1793,,,,34,30,566,38,48,R4,128,A,0,1,0,1
1805,,63,61,31,15,416,40,48,R4,128,B,0,1,0,1
1809,,69,69,32,87,441,35,41,R4,126,B+,0,1,0,1
1812,,,,34,1,364,40,57,R4,128,A-,0,1,0,1
1829,,,,27,47,458,34,37,R4,128,B+,0,1,0,1
1831,,69,,32,33,655,39,45,R4,128,A,0,1,0,1
1834,,65,68,30,1,361,40,44,R4,128,A+,0,1,0,1
1835,,63,64,27,141,416,32,32,R4,128,C-,0,1,0,0
1862,,,,32,24,337,36,45,R4,128,A,0,1,0,1
1882,,66,72,,30,454,39,45,R4,128,A,0,1,0,1
1889,,60,73,32,10,416,40,47,R4,128,A,0,1,0,1
1904,,,63,28,70,415,37,37,R4,128,B,0,1,0,1
1907,,,63,31,58,479,38,44,R4,128,B+,0,1,0,1
1912,,,,25,15,197,39,38,R4,128,B-,0,1,0,0
1914,,80,80,34,11,276,40,41,R4,122,A,1,0,0,1
1918,,0,61,27,57,652,39,40,R4,128,A-,0,1,0,1
1929,,,68,32,25,456,40,,R4,128,A,0,1,0,1
1935,,71,80,34,1,437,40,,R4,128,A,0,1,0,1
1936,,,,31,52,497,39,49,R4,128,A,0,1,0,1
1944,,71,72,,16,375,39,47,R4,128,B,0,1,0,1
1972,,,72,,19,60,33,34,R4,128,,0,1,0,
1974,,,66,32,1,334,40,48,R4,128,B+,0,1,0,1
1976,,,78,32,4,489,40,53,R4,128,A,0,1,0,1
1980,,64,,30,49,303,37,46,R4,128,B+,0,1,0,1
1986,,,66,,17,400,39,49,R4,128,A-,0,1,0,1
1987,,66,68,30,21,517,39,,R4,128,A,0,1,0,1
2001,,,,30,0,0,40,,R4,128,A,0,1,0,1
2007,,66,65,32,24,470,40,50,R4,128,A-,0,1,0,1
2023,,64,52,27,39,416,38,43,R4,128,C+,0,1,0,0
2033,,,,30,157,474,31,34,R4,122,B+,1,0,0,1
2034,,,70,34,0,0,33,42,R4,128,B,0,1,0,1
2037,,,63,28,16,285,40,42,R4,120,A-,0,0,1,1
2040,,,71,34,0,0,31,41,R4,128,B,0,1,0,1
2050,,,64,30,0,0,32,33,R4,128,A-,0,1,0,1
2056,,,66,28,0,0,35,41,R4,128,C,0,1,0,0
2067,,,65,31,20,598,40,47,R4,128,B+,0,1,0,1
2071,,,78,,12,413,40,47,R4,128,A-,0,1,0,1
2072,,69,70,32,1,362,40,47,R4,128,B+,0,1,0,1
2075,,71,73,34,16,470,40,49,R4,128,A,0,1,0,1
2078,,56,,28,71,555,35,36,R4,128,C+,0,1,0,0
